114.236,-194.929,543.807
114.308,-188.412,536.31
114.427,-181.793,528.708
114.591,-175.109,521.039
114.795,-168.398,513.351
115.033,-161.707,505.696
115.298,-155.086,498.131
115.585,-148.589,490.718
115.883,-142.267,483.517
116.187,-136.173,476.586
116.488,-130.353,469.977
116.78,-124.849,463.737
117.057,-119.693,457.901
117.316,-114.911,452.496
117.552,-110.518,447.538
117.765,-106.519,443.031
117.954,-102.913,438.969
118.119,-99.6867,435.337
118.263,-96.8215,432.112
118.385,-94.2913,429.262
118.49,-92.0651,426.75
118.58,-90.1083,424.536
118.658,-88.3837,422.577
118.728,-86.8537,420.828
118.793,-85.4811,419.248
118.857,-84.2309,417.794
118.923,-83.0712,416.431
118.994,-81.9744,415.123
119.073,-80.9182,413.845
119.163,-79.886,412.575
119.266,-78.8671,411.3
119.384,-77.8573,410.011
119.519,-76.8584,408.711
119.671,-75.878,407.407
119.841,-74.9293,406.114
120.029,-74.0303,404.852
120.234,-73.2033,403.649
120.455,-72.474,402.535
120.688,-71.8713,401.545
120.932,-71.4257,400.718
121.183,-71.169,400.094
121.437,-71.1333,399.715
121.691,-71.3501,399.62
121.941,-71.8496,399.851
122.185,-72.6596,400.444
122.418,-73.8053,401.433
122.639,-75.3084,402.848
122.845,-77.187,404.714
123.035,-79.455,407.05
123.206,-82.1222,409.871
123.359,-85.1937,413.182
123.491,-88.6702,416.987
123.602,-92.5478,421.278
123.694,-96.8181,426.047
123.766,-101.468,431.277
123.818,-106.481,436.946
123.854,-111.835,443.03
123.872,-117.506,449.498
123.876,-123.466,456.317
123.866,-129.683,463.451
123.845,-136.123,470.861
123.815,-142.751,478.506
123.777,-149.528,486.341
123.734,-156.417,494.324
123.689,-163.377,502.409
123.644,-170.37,510.55
123.601,-177.356,518.702
123.563,-184.298,526.822
123.531,-191.157,534.866
123.507,-197.899,542.792
123.492,-204.49,550.561
123.485,-210.897,558.134
123.488,-217.093,565.478
123.498,-223.05,572.558
123.515,-228.743,579.345
123.537,-234.153,585.811
123.562,-239.259,591.933
123.588,-244.048,597.69
123.611,-248.504,603.064
123.629,-252.617,608.04
123.638,-256.377,612.606
123.635,-259.776,616.754
123.617,-262.808,620.474
123.58,-265.467,623.762
123.522,-267.749,626.613
123.44,-269.651,629.024
123.332,-271.17,630.994
123.198,-272.306,632.52
123.037,-273.056,633.602
122.849,-273.423,634.24
122.638,-273.405,634.434
122.404,-273.005,634.183
122.152,-272.225,633.487
121.886,-271.066,632.348
121.61,-269.534,630.767
121.327,-267.631,628.746
121.044,-265.362,626.288
120.763,-262.736,623.399
120.488,-259.757,620.084
120.223,-256.434,616.351
119.97,-252.778,612.212
119.732,-248.799,607.679
119.51,-244.509,602.766
119.307,-239.922,597.491
119.123,-235.055,591.873
118.96,-229.923,585.934
118.819,-224.545,579.7
118.703,-218.942,573.195
118.611,-213.133,566.447
118.546,-207.142,559.485
118.507,-200.989,552.34
118.497,-194.7,545.042
118.514,-188.297,537.622
118.559,-181.806,530.114
118.631,-175.251,522.547
118.729,-168.659,514.955
118.851,-162.054,507.369
118.994,-155.463,499.82
119.156,-148.912,492.339
119.334,-142.428,484.955
119.523,-136.037,477.697
119.721,-129.766,470.592
119.924,-123.64,463.666
120.129,-117.686,456.944
120.331,-111.927,450.45
120.53,-106.389,444.205
120.721,-101.094,438.231
120.902,-96.0651,432.548
121.072,-91.323,427.176
121.228,-86.8876,422.133
121.371,-82.7774,417.437
121.499,-79.0096,413.105
121.611,-75.5998,409.154
121.709,-72.5626,405.599
121.792,-69.911,402.456
121.861,-67.6564,399.737
121.918,-65.8088,397.456
121.965,-64.3762,395.625
122.002,-63.3648,394.251
122.034,-62.7787,393.344
122.063,-62.6201,392.908
122.091,-62.8892,392.947
122.121,-63.5843,393.464
122.156,-64.702,394.457
122.197,-66.2373,395.924
122.246,-68.1839,397.861
122.303,-70.5338,400.263
122.366,-73.2777,403.119
122.434,-76.405,406.422
122.505,-79.9037,410.158
122.574,-83.7605,414.314
122.638,-87.9607,418.874
122.694,-92.4887,423.822
122.738,-97.3274,429.138
122.766,-102.458,434.802
122.777,-107.862,440.791
122.768,-113.518,447.081
122.74,-119.402,453.646
122.692,-125.492,460.458
122.626,-131.761,467.49
122.546,-138.185,474.713
122.453,-144.735,482.095
122.353,-151.384,489.608
122.249,-158.103,497.22
122.144,-164.866,504.9
122.044,-171.642,512.618
121.951,-178.403,520.34
121.868,-185.12,528.036
121.797,-191.764,535.674
121.74,-198.308,543.222
121.696,-204.723,550.649
121.666,-210.982,557.925
121.65,-217.061,565.02
121.645,-222.933,571.906
121.65,-228.576,578.554
121.663,-233.968,584.939
121.681,-239.088,591.034
121.703,-243.917,596.814
121.725,-248.438,602.258
121.744,-252.635,607.342
121.759,-256.493,612.046
121.766,-259.998,616.352
121.762,-263.142,620.243
121.745,-265.912,623.705
121.713,-268.303,626.726
121.663,-270.308,629.295
121.594,-271.921,631.405
121.505,-273.14,633.05
121.394,-273.961,634.225
121.261,-274.382,634.927
121.105,-274.403,635.156
120.929,-274.025,634.912
120.732,-273.248,634.195
120.518,-272.075,633.011
120.288,-270.509,631.364
120.045,-268.555,629.261
119.792,-266.219,626.709
119.532,-263.507,623.72
119.269,-260.428,620.305
119.006,-256.993,616.479
118.745,-253.214,612.258
118.489,-249.105,607.66
118.242,-244.682,602.704
118.005,-239.962,597.411
117.779,-234.963,591.801
117.566,-229.703,585.899
117.368,-224.201,579.726
117.184,-218.479,573.306
117.015,-212.557,566.663
116.861,-206.456,559.822
116.723,-200.197,552.807
116.6,-193.804,545.643
116.494,-187.3,538.356
116.403,-180.707,530.971
116.329,-174.05,523.515
116.273,-167.354,516.015
116.235,-160.644,508.497
116.215,-153.944,500.989
116.214,-147.28,493.519
116.233,-140.679,486.113
116.27,-134.166,478.799
116.326,-127.766,471.604
116.4,-121.505,464.556
116.49,-115.406,457.679
116.594,-109.496,450.999
116.711,-103.796,444.54
116.839,-98.3306,438.327
116.976,-93.1223,432.383
117.12,-88.1935,426.731
117.27,-83.5663,421.392
117.425,-79.2617,416.39
117.584,-75.3003,411.746
117.746,-71.7011,407.48
117.913,-68.4816,403.612
118.083,-65.658,400.16
118.258,-63.2443,397.142
118.438,-61.2527,394.573
118.625,-59.6936,392.468
118.819,-58.5753,390.837
119.023,-57.9042,389.694
119.238,-57.6847,389.045
119.465,-57.9193,388.898
119.705,-58.6083,389.258
119.96,-59.7502,390.126
120.23,-61.3413,391.504
120.517,-63.3756,393.388
120.821,-65.845,395.775
121.143,-68.7388,398.658
121.483,-72.044,402.027
121.839,-75.7453,405.869
122.212,-79.8248,410.168
122.6,-84.2625,414.905
122.999,-89.0364,420.058
123.409,-94.1227,425.603
123.824,-99.4963,431.514
124.241,-105.131,437.762
124.655,-110.999,444.316
125.062,-117.073,451.146
125.456,-123.325,458.217
125.831,-129.727,465.498
126.182,-136.249,472.953
126.504,-142.864,480.548
126.79,-149.542,488.25
127.035,-156.258,496.023
127.235,-162.983,503.835
127.385,-169.69,511.651
127.481,-176.355,519.441
127.522,-182.953,527.172
127.506,-189.459,534.816
127.433,-195.851,542.343
127.302,-202.107,549.727
127.116,-208.208,556.94
126.876,-214.133,563.958
126.585,-219.866,570.756
126.249,-225.39,577.312
125.87,-230.688,583.604
125.455,-235.746,589.611
125.008,-240.551,595.313
124.537,-245.089,600.692
124.046,-249.348,605.729
123.541,-253.314,610.41
123.029,-256.976,614.719
122.514,-260.322,618.642
122.002,-263.341,622.167
121.498,-266.02,625.282
121.005,-268.35,627.979
120.53,-270.32,630.249
120.075,-271.92,632.083
119.645,-273.142,633.477
119.242,-273.976,634.424
118.869,-274.416,634.92
118.529,-274.456,634.963
118.221,-274.089,634.55
117.946,-273.314,633.682
117.703,-272.128,632.358
117.491,-270.532,630.583
117.309,-268.53,628.36
117.152,-266.126,625.695
117.019,-263.327,622.597
116.906,-260.142,619.073
116.81,-256.583,615.136
116.727,-252.662,610.798
116.653,-248.394,606.073
116.587,-243.794,600.976
116.524,-238.879,595.524
116.464,-233.67,589.738
116.403,-228.184,583.637
116.342,-222.446,577.243
116.279,-216.476,570.58
116.214,-210.299,563.673
116.147,-203.942,556.551
116.08,-197.43,549.24
116.012,-190.792,541.772
115.947,-184.056,534.176
115.884,-177.249,526.483
115.828,-170.402,518.727
115.78,-163.542,510.938
115.744,-156.7,503.149
115.721,-149.904,495.392
115.716,-143.181,487.7
115.73,-136.561,480.105
115.766,-130.069,472.637
115.825,-123.734,465.329
115.91,-117.581,458.209
116.021,-111.635,451.307
116.16,-105.92,444.65
116.326,-100.46,438.266
116.519,-95.2759,432.18
116.741,-90.389,426.416
116.99,-85.8181,420.998
117.265,-81.5805,415.947
117.566,-77.6917,411.283
117.891,-74.166,407.025
118.239,-71.0157,403.189
118.606,-68.2521,399.79
118.991,-65.8846,396.842
119.39,-63.9214,394.355
119.801,-62.3692,392.338
120.219,-61.2328,390.796
120.642,-60.5156,389.734
121.065,-60.2191,389.154
121.484,-60.3433,389.055
121.896,-60.8867,389.437
122.295,-61.8464,390.296
122.679,-63.2181,391.627
123.041,-64.9964,393.424
123.38,-67.1747,395.68
123.692,-69.7452,398.387
123.973,-72.6991,401.535
124.223,-76.0264,405.113
124.438,-79.7159,409.111
124.618,-83.755,413.515
124.762,-88.1301,418.311
124.871,-92.8257,423.486
124.943,-97.8248,429.022
124.98,-103.109,434.901
124.983,-108.658,441.102
124.955,-114.449,447.603
124.896,-120.461,454.379
124.809,-126.666,461.404
124.699,-133.041,468.649
124.566,-139.559,476.084
124.414,-146.191,483.676
124.247,-152.91,491.391
124.065,-159.689,499.196
123.872,-166.498,507.054
123.669,-173.31,514.93
123.457,-180.096,522.787
123.239,-186.828,530.59
123.015,-193.477,538.304
122.785,-200.016,545.894
122.553,-206.418,553.327
122.317,-212.656,560.573
122.081,-218.706,567.602
121.844,-224.542,574.386
121.609,-230.143,580.899
121.378,-235.486,587.117
121.151,-240.551,593.018
120.931,-245.32,598.582
120.719,-249.775,603.789
120.516,-253.9,608.622
120.324,-257.68,613.065
120.143,-261.102,617.104
119.974,-264.154,620.726
119.819,-266.825,623.92
119.679,-269.105,626.677
119.555,-270.988,628.988
119.448,-272.466,630.848
119.359,-273.533,632.253
119.29,-274.187,633.198
119.24,-274.425,633.684
119.21,-274.246,633.71
119.201,-273.651,633.277
119.21,-272.642,632.388
119.237,-271.224,631.047
119.278,-269.402,629.259
119.333,-267.183,627.029
119.397,-264.575,624.365
119.468,-261.588,621.275
119.543,-258.235,617.771
119.618,-254.527,613.863
119.691,-250.478,609.565
119.76,-246.105,604.892
119.82,-241.423,599.86
119.872,-236.45,594.486
119.912,-231.204,588.79
119.94,-225.706,582.793
119.954,-219.977,576.515
119.954,-214.039,569.982
119.94,-207.916,563.217
119.911,-201.635,556.247
119.869,-195.22,549.098
119.815,-188.701,541.797
119.751,-182.103,534.374
119.679,-175.457,526.856
119.603,-168.79,519.273
119.525,-162.13,511.655
119.449,-155.506,504.031
119.378,-148.946,496.431
119.315,-142.476,488.885
119.263,-136.123,481.423
119.225,-129.912,474.073
119.203,-123.867,466.864
119.199,-118.01,459.826
119.217,-112.363,452.987
119.256,-106.946,446.374
119.319,-101.776,440.017
119.405,-96.8726,433.943
119.515,-92.2503,428.178
119.647,-87.9239,422.75
119.801,-83.9067,417.683
119.973,-80.2108,413.002
120.162,-76.8468,408.728
120.364,-73.8244,404.881
120.577,-71.152,401.479
120.797,-68.8374,398.536
121.021,-66.8876,396.064
121.245,-65.3093,394.074
121.468,-64.1086,392.574
121.687,-63.2914,391.567
121.9,-62.8631,391.056
122.105,-62.8286,391.042
122.301,-63.1922,391.522
122.487,-63.9574,392.492
122.664,-65.1261,393.945
122.83,-66.699,395.874
122.987,-68.6752,398.267
123.137,-71.0518,401.115
123.279,-73.8242,404.403
123.417,-76.9858,408.119
123.553,-80.5279,412.246
123.687,-84.4398,416.768
123.822,-88.7089,421.667
123.96,-93.3202,426.925
124.1,-98.257,432.519
124.243,-103.5,438.428
124.389,-109.03,444.628
124.537,-114.822,451.096
124.684,-120.853,457.804
124.829,-127.095,464.727
124.968,-133.522,471.837
125.097,-140.103,479.106
125.214,-146.808,486.504
125.314,-153.606,494.002
125.395,-160.465,501.569
125.456,-167.352,509.176
125.493,-174.237,516.793
125.506,-181.085,524.39
125.494,-187.868,531.938
125.459,-194.552,539.408
125.399,-201.109,546.772
125.317,-207.511,554.003
125.213,-213.729,561.073
125.09,-219.738,567.957
124.948,-225.515,574.629
124.79,-231.036,581.063
124.617,-236.283,587.237
124.433,-241.237,593.125
124.238,-245.883,598.707
124.033,-250.207,603.959
123.821,-254.197,608.862
123.6,-257.843,613.396
123.371,-261.137,617.541
123.133,-264.072,621.282
122.886,-266.643,624.603
122.627,-268.846,627.491
122.355,-270.677,629.934
122.069,-272.135,631.924
121.768,-273.218,633.451
121.448,-273.924,634.512
121.111,-274.253,635.103
120.755,-274.203,635.221
120.38,-273.775,634.869
119.987,-272.97,634.048
119.577,-271.789,632.764
119.154,-270.236,631.022
118.72,-268.314,628.833
118.279,-266.03,626.204
117.836,-263.388,623.149
117.396,-260.397,619.678
116.965,-257.066,615.805
116.548,-253.402,611.542
116.151,-249.418,606.904
115.778,-245.123,601.907
115.436,-240.531,596.566
115.128,-235.653,590.898
114.859,-230.506,584.923
114.634,-225.105,578.659
114.455,-219.466,572.128
114.324,-213.608,565.352
114.244,-207.552,558.357
114.215,-201.318,551.166
